Protein_Group	Genes	Protein_Names	HEK293T_WT_Avg_Peptide_Count	HEK293T_KI_Avg_Peptide_Count	U2OS_WT_Avg_Peptide_Count	U2OS_KI_Avg_Peptide_Count	Species	Intensity_HEK293T_WT_BR1_TR1	Intensity_HEK293T_KI_BR1_TR1	Intensity_U2OS_WT_BR1_TR1	Intensity_U2OS_KI_BR1_TR1
Q86YH2	ZNF280B	Z280B_HUMAN	2.0	0.0	2.0	0.0	HUMAN	63252.074		103108.305	
Q86YH6	PDSS2	DLP1_HUMAN	2.0	3.0	0.0	0.0	HUMAN	28900.297	72316.85		
Q86YM7	HOMER1	HOME1_HUMAN	17.0	16.0	14.0	15.0	HUMAN	1405656.5	1248209.1	736332.8	892096.56
Q86YP4	GATAD2A	P66A_HUMAN	25.0	26.0	23.0	24.0	HUMAN	2786657.5	2690049.8	2889264.0	2700764.2
Q86YS7	C2CD5	C2CD5_HUMAN	5.0	6.0	3.0	4.0	HUMAN	179175.08	166142.11	70773.445	72741.125
Q86YT6	MIB1	MIB1_HUMAN	2.0	2.0	4.0	7.0	HUMAN	58922.33	46124.004	60189.004	146086.39
Q86YV5	PRAG1	PRAG1_HUMAN	0.0	0.0	2.0	2.0	HUMAN			23535.264	26959.678
Q86YV9	HPS6	HPS6_HUMAN	5.0	5.0	0.0	0.0	HUMAN	63179.03	62495.082		
Q86YZ3	HRNR	HORN_HUMAN	14.0	12.0	18.0	18.0	HUMAN	1285207.0	1792277.4	2007535.5	2425234.5
Q8IU60	DCP2	DCP2_HUMAN	6.0	6.0	7.0	6.0	HUMAN	453633.38	339230.94	449352.16	354812.22
Q8IU81	IRF2BP1	I2BP1_HUMAN	7.0	6.0	6.0	6.0	HUMAN	251300.72	317833.5	184377.55	319556.9
Q8IUC4	RHPN2	RHPN2_HUMAN	0.0	0.0	7.0	8.0	HUMAN			174197.89	160356.94
Q8IUD2	ERC1	RB6I2_HUMAN	35.0	34.0	49.0	47.0	HUMAN	655569.8	657911.9	1630535.6	2778660.2
Q8IUE1	TGIF2LX	TF2LX_HUMAN	0.0	0.0	7.0	7.0	HUMAN			456544.78	296800.12
Q8IUF1;Q9BRT8	CBWD1	CBWD1_HUMAN;CBWD2_HUMAN	7.0	7.0	7.0	3.0	HUMAN	271891.4	288005.53	132744.23	164248.88
Q8IUF8	RIOX2	RIOX2_HUMAN	9.0	11.0	14.0	13.0	HUMAN	490871.56	665952.56	604252.7	732505.6
Q8IUG5	MYO18B	MY18B_HUMAN	0.0	0.0	29.0	58.0	HUMAN			176180.33	912212.94
Q8IUH3	RBM45	RBM45_HUMAN	0.0	2.0	0.0	0.0	HUMAN		98114.625		
Q8IUH4	ZDHHC13	ZDH13_HUMAN	7.0	7.0	7.0	6.0	HUMAN	290211.0	374060.16	333832.16	335433.97
Q8IUH5	ZDHHC17	ZDH17_HUMAN	4.0	4.0	5.0	5.0	HUMAN	425523.22	510924.25	444885.06	390263.9
Q8IUI8	CRLF3	CRLF3_HUMAN	0.0	0.0	0.0	2.0	HUMAN				34645.77
Q8IUQ4	SIAH1	SIAH1_HUMAN	2.0	0.0	0.0	0.0	HUMAN	54591.516			
Q8IUR0	TRAPPC5	TPPC5_HUMAN	7.0	7.0	7.0	7.0	HUMAN	3618325.2	3419747.8	2582660.0	2516928.2
Q8IUR7	ARMC8	ARMC8_HUMAN	8.0	8.0	8.0	6.0	HUMAN	357533.3	440620.75	249330.23	281406.47
Q8IUS5	EPHX4	EPHX4_HUMAN	2.0	2.0	0.0	0.0	HUMAN	191011.66	199443.3		
Q8IUW5	RELL1	RELL1_HUMAN	3.0	0.0	6.0	4.0	HUMAN	357314.1		1546042.9	1174792.1
Q8IUX1	TMEM126B	T126B_HUMAN	5.0	3.0	4.0	2.0	HUMAN	520931.4	440670.88	213900.97	204907.36
Q8IUX7	AEBP1	AEBP1_HUMAN	0.0	0.0	9.0	11.0	HUMAN			143964.69	341646.2
Q8IV08	PLD3	PLD3_HUMAN	2.0	3.0	3.0	2.0	HUMAN	170888.45	215728.86	126409.03	86964.7
Q8IV38	ANKMY2	ANKY2_HUMAN	2.0	3.0	0.0	0.0	HUMAN	169389.69	97654.97		
Q8IV48	ERI1	ERI1_HUMAN	2.0	3.0	4.0	4.0	HUMAN	141762.5	272225.06	142773.48	212809.05
Q8IV63	VRK3	VRK3_HUMAN	3.0	2.0	3.0	3.0	HUMAN	50198.074	77300.51	56276.7	47999.13
Q8IVD9	NUDCD3	NUDC3_HUMAN	7.0	5.0	6.0	6.0	HUMAN	332987.4	197416.77	266654.03	265595.62
Q8IVF2	AHNAK2	AHNK2_HUMAN	5.0	2.0	65.0	66.0	HUMAN	317861.47	459682.12	3087472.2	4254893.0
Q8IVF7	FMNL3	FMNL3_HUMAN	0.0	0.0	2.0	5.0	HUMAN			495387.2	625097.3
Q8IVH2	FOXP4	FOXP4_HUMAN	3.0	3.0	5.0	5.0	HUMAN	118659.54	91042.23	208693.81	326288.34
Q8IVH8	MAP4K3	M4K3_HUMAN	10.0	12.0	15.0	14.0	HUMAN	1516947.9	1161785.0	2211189.5	2059062.1
Q8IVL0	NAV3	NAV3_HUMAN	0.0	0.0	6.0	8.0	HUMAN			268876.1	268008.0
Q8IVL6	P3H3	P3H3_HUMAN	4.0	3.0	6.0	5.0	HUMAN	2381926.2	1683575.1	3727324.8	2932706.8
Q8IVM0	CCDC50	CCD50_HUMAN	11.0	10.0	13.0	13.0	HUMAN	1926436.4	1467713.1	4150511.0	4925684.0
Q8IVP5	FUNDC1	FUND1_HUMAN	2.0	2.0	0.0	0.0	HUMAN	300672.03	257240.5		
Q8IVS2	MCAT	FABD_HUMAN	6.0	7.0	6.0	7.0	HUMAN	716794.3	914017.06	511920.12	254889.39
Q8IVT2	MISP	MISP_HUMAN	0.0	0.0	41.0	46.0	HUMAN			6681025.0	34703270.0
Q8IVT5	KSR1	KSR1_HUMAN	2.0	3.0	5.0	7.0	HUMAN	51489.586	47983.33	212557.53	141152.39
Q8IVW6	ARID3B	ARI3B_HUMAN	6.0	7.0	0.0	0.0	HUMAN	165683.0	153490.17		
Q8IW35	CEP97	CEP97_HUMAN	5.0	5.0	7.0	6.0	HUMAN	89646.67	83857.25	94358.695	124400.65
Q8IW41	MAPKAPK5	MAPK5_HUMAN	6.0	4.0	7.0	6.0	HUMAN	305510.2	331099.62	394287.1	347829.75
Q8IW75	SERPINA12	SPA12_HUMAN	10.0	7.0	11.0	8.0	HUMAN	226658.45	249573.4	548033.9	241646.7
Q8IW92	GLB1L2	GLBL2_HUMAN	3.0	5.0	0.0	0.0	HUMAN	309464.75	248244.45		
Q8IWA0	WDR75	WDR75_HUMAN	14.0	17.0	19.0	18.0	HUMAN	616503.3	712818.5	1161715.4	1096410.5
Q8IWA4	MFN1	MFN1_HUMAN	4.0	3.0	5.0	4.0	HUMAN	149753.08	155368.16	104052.45	188945.84
Q8IWB7	WDFY1	WDFY1_HUMAN	3.0	2.0	3.0	3.0	HUMAN	271342.3	315443.94	251001.17	154493.08
Q8IWB9	TEX2	TEX2_HUMAN	2.0	0.0	5.0	4.0	HUMAN	49701.758		93455.25	151105.34
Q8IWC1	MAP7D3	MA7D3_HUMAN	41.0	41.0	39.0	38.0	HUMAN	13745410.0	12384390.0	5285540.5	5375019.5
Q8IWD4	CCDC117	CC117_HUMAN	2.0	2.0	2.0	2.0	HUMAN	214332.67	176159.72	81066.49	77148.1
Q8IWE2	FAM114A1	NXP20_HUMAN	0.0	0.0	5.0	5.0	HUMAN			266973.28	267612.38
Q8IWE4	DCUN1D3	DCNL3_HUMAN	0.0	0.0	0.0	2.0	HUMAN				133327.0
Q8IWE5	PLEKHM2	PKHM2_HUMAN	0.0	0.0	0.0	2.0	HUMAN				13168.933
Q8IWF6	DENND6A	DEN6A_HUMAN	7.0	7.0	3.0	3.0	HUMAN	438099.44	461913.9	238634.55	177542.08
Q8IWI9	MGA	MGAP_HUMAN	34.0	34.0	36.0	36.0	HUMAN	1863634.6	1770227.8	2111562.5	1546246.6
Q8IWJ2	GCC2	GCC2_HUMAN	6.0	5.0	5.0	3.0	HUMAN	102526.98	162388.39	117469.45	201045.33
Q8IWL3	HSCB	HSC20_HUMAN	2.0	2.0	2.0	0.0	HUMAN	91898.84	169982.34	66425.11	
Q8IWQ3	BRSK2	BRSK2_HUMAN	5.0	4.0	0.0	0.0	HUMAN	407115.47	477560.5		
Q8IWR0	ZC3H7A	Z3H7A_HUMAN	6.0	9.0	6.0	6.0	HUMAN	75690.625	74407.54	66279.445	74010.22
Q8IWS0	PHF6	PHF6_HUMAN	23.0	23.0	21.0	14.0	HUMAN	52042264.0	40880510.0	18380030.0	14730673.0
Q8IWT3	CUL9	CUL9_HUMAN	0.0	0.0	0.0	3.0	HUMAN				376720.62
Q8IWT6	LRRC8A	LRC8A_HUMAN	2.0	2.0	4.0	5.0	HUMAN	67365.06	44862.51	61830.81	147402.48
Q8IWU2	LMTK2	LMTK2_HUMAN	3.0	0.0	0.0	2.0	HUMAN	17317.814			111838.76
Q8IWV7	UBR1	UBR1_HUMAN	6.0	5.0	5.0	6.0	HUMAN	132102.84	149025.73	73912.086	163861.61
Q8IWV8	UBR2	UBR2_HUMAN	10.0	10.0	11.0	11.0	HUMAN	776938.56	672771.7	869696.56	913662.56
Q8IWW6	ARHGAP12	RHG12_HUMAN	6.0	4.0	8.0	10.0	HUMAN	435129.62	398742.25	901405.94	864079.1
Q8IWX8	CHERP	CHERP_HUMAN	21.0	21.0	19.0	18.0	HUMAN	5286035.5	6534681.0	2144550.8	2361241.0
Q8IWZ3	ANKHD1	ANKH1_HUMAN	12.0	11.0	10.0	8.0	HUMAN	358013.03	365252.38	269463.53	175479.4
Q8IWZ8	SUGP1	SUGP1_HUMAN	9.0	11.0	10.0	11.0	HUMAN	277510.0	199775.7	211111.5	201501.95
Q8IX01	SUGP2	SUGP2_HUMAN	11.0	10.0	12.0	11.0	HUMAN	1883094.8	2016180.8	3446769.2	2576291.2
Q8IX03	WWC1	KIBRA_HUMAN	0.0	0.0	3.0	4.0	HUMAN			29763.729	26314.406
Q8IX12	CCAR1	CCAR1_HUMAN	44.0	43.0	45.0	40.0	HUMAN	6320758.0	6116704.0	5677884.5	5349946.0
Q8IX18	DHX40	DHX40_HUMAN	36.0	34.0	35.0	34.0	HUMAN	10410933.0	8080248.5	4933655.5	6205501.5
Q8IX21	SLF2	SLF2_HUMAN	8.0	6.0	8.0	8.0	HUMAN	209902.72	265343.34	247453.97	188675.22
Q8IX90	SKA3	SKA3_HUMAN	9.0	8.0	9.0	10.0	HUMAN	342287.97	296944.9	418617.78	353629.2
Q8IXB1	DNAJC10	DJC10_HUMAN	18.0	15.0	20.0	19.0	HUMAN	975159.75	923960.3	1749247.0	1908559.8
Q8IXH7	NELFCD	NELFD_HUMAN	10.0	9.0	10.0	9.0	HUMAN	458527.94	426455.16	369695.6	366427.1
Q8IXI1	RHOT2	MIRO2_HUMAN	5.0	5.0	5.0	5.0	HUMAN	367429.66	419813.44	377074.38	289095.2
Q8IXI2	RHOT1	MIRO1_HUMAN	11.0	7.0	9.0	8.0	HUMAN	271007.7	419311.5	247876.58	304143.03
Q8IXJ9	ASXL1	ASXL1_HUMAN	4.0	5.0	5.0	4.0	HUMAN	375102.47	401258.97	409865.2	321548.72
Q8IXK0	PHC2	PHC2_HUMAN	11.0	11.0	11.0	10.0	HUMAN	1155589.1	1206297.2	1274224.1	980905.5
Q8IXK2	GALNT12	GLT12_HUMAN	5.0	4.0	0.0	0.0	HUMAN	159357.1	99413.734		
Q8IXM3	MRPL41	RM41_HUMAN	4.0	4.0	4.0	4.0	HUMAN	530450.25	767443.9	439607.28	680290.75
Q8IXM6	NRM	NRM_HUMAN	5.0	5.0	5.0	5.0	HUMAN	305606.4	302818.78	879198.2	470869.16
Q8IXQ3	C9orf40	CI040_HUMAN	2.0	2.0	0.0	2.0	HUMAN	121842.74	84073.58		47327.145
Q8IXQ4	GPALPP1	GPAM1_HUMAN	10.0	9.0	10.0	10.0	HUMAN	960529.4	795253.6	771625.75	611833.8
Q8IXQ6	PARP9	PARP9_HUMAN	0.0	0.0	12.0	11.0	HUMAN			308814.8	425336.8
Q8IXS6	PALM2	PALM2_HUMAN	0.0	2.0	13.0	22.0	HUMAN		156416.08	950002.1	9799071.0
Q8IXT5	RBM12B	RB12B_HUMAN	37.0	38.0	36.0	34.0	HUMAN	5375874.5	4283396.0	5397038.5	4923971.0
Q8IXV7	KLHDC8B	KLD8B_HUMAN	0.0	0.0	0.0	2.0	HUMAN				233243.11
Q8IXW5	RPAP2	RPAP2_HUMAN	16.0	13.0	13.0	9.0	HUMAN	844296.06	548940.0	227616.1	183677.88
Q8IXZ2	ZC3H3	ZC3H3_HUMAN	2.0	4.0	8.0	5.0	HUMAN	76180.75	135473.64	248920.08	276829.84
Q8IY17	PNPLA6	PLPL6_HUMAN	6.0	4.0	17.0	18.0	HUMAN	94681.09	98795.27	326831.84	341511.47
Q8IY18	SMC5	SMC5_HUMAN	17.0	17.0	18.0	16.0	HUMAN	352589.44	345289.66	351991.78	249843.55
Q8IY26	PLPP6	PLPP6_HUMAN	3.0	4.0	2.0	3.0	HUMAN	165083.02	186189.72	63265.082	114996.81
Q8IY31	IFT20	IFT20_HUMAN	4.0	3.0	3.0	0.0	HUMAN	307199.5	225253.55	135228.17	
Q8IY33	MICALL2	MILK2_HUMAN	2.0	0.0	26.0	30.0	HUMAN	227018.6		805036.1	2230131.8
Q8IY37	DHX37	DHX37_HUMAN	8.0	7.0	9.0	7.0	HUMAN	1543412.8	1524307.1	2196345.0	1169296.2
Q8IY47	KBTBD2	KBTB2_HUMAN	0.0	0.0	2.0	2.0	HUMAN			1962653.6	1592415.0
Q8IY57	YAF2	YAF2_HUMAN	3.0	2.0	3.0	3.0	HUMAN	735631.7	342707.34	1108087.0	1647391.4
Q8IY63	AMOTL1	AMOL1_HUMAN	7.0	8.0	14.0	18.0	HUMAN	251806.05	256543.4	543527.06	1876606.6
Q8IY67	RAVER1	RAVR1_HUMAN	10.0	8.0	9.0	8.0	HUMAN	958798.7	1112722.8	385552.44	362336.62
Q8IY81	FTSJ3	SPB1_HUMAN	4.0	2.0	7.0	6.0	HUMAN	71392.87	180072.03	271420.78	189369.83
Q8IY92	SLX4	SLX4_HUMAN	2.0	0.0	5.0	4.0	HUMAN	163631.5		944502.1	663930.06
Q8IY95	TMEM192	TM192_HUMAN	3.0	2.0	2.0	2.0	HUMAN	245157.55	118867.21	109622.195	70058.38
Q8IYA6	CKAP2L	CKP2L_HUMAN	10.0	12.0	18.0	16.0	HUMAN	487398.56	533503.7	2122879.2	1640048.2
Q8IYB3	SRRM1	SRRM1_HUMAN	18.0	17.0	20.0	19.0	HUMAN	3228047.2	3581974.0	5300066.5	3648517.0
Q8IYB5	SMAP1	SMAP1_HUMAN	6.0	5.0	6.0	6.0	HUMAN	1610999.0	1979628.2	1746995.0	1662709.9
Q8IYB7	DIS3L2	DI3L2_HUMAN	4.0	4.0	6.0	6.0	HUMAN	167017.28	135410.67	194585.48	206277.17
Q8IYB8	SUPV3L1	SUV3_HUMAN	20.0	19.0	20.0	19.0	HUMAN	599304.2	644364.8	603349.5	603495.56
Q8IYD1	GSPT2	ERF3B_HUMAN	4.0	4.0	5.0	5.0	HUMAN	255748.47	356947.8	314472.62	306303.47
Q8IYH5	ZZZ3	ZZZ3_HUMAN	3.0	3.0	3.0	0.0	HUMAN	180266.98	155309.28	144212.12	
Q8IYI6	EXOC8	EXOC8_HUMAN	11.0	10.0	6.0	6.0	HUMAN	275333.8	300351.06	288834.62	159099.48
Q8IYL3	C1orf174	CA174_HUMAN	3.0	2.0	3.0	3.0	HUMAN	1046617.2	1368047.1	2049009.1	3800894.2
Q8IYM9	TRIM22	TRI22_HUMAN	0.0	0.0	4.0	3.0	HUMAN			5071063.5	4892562.0
Q8IYQ7	THNSL1	THNS1_HUMAN	4.0	3.0	2.0	2.0	HUMAN	59152.277	72117.37	28818.945	33745.996
Q8IYS1	PM20D2	P20D2_HUMAN	5.0	5.0	3.0	3.0	HUMAN	489246.8	606291.25	220620.7	200676.0
Q8IYS2	KIAA2013	K2013_HUMAN	4.0	3.0	6.0	7.0	HUMAN	211282.81	230487.5	611002.8	477802.94
Q8IYT2	CMTR2	CMTR2_HUMAN	0.0	2.0	6.0	6.0	HUMAN		129903.34	470086.84	571378.5
Q8IYU8	MICU2	MICU2_HUMAN	6.0	6.0	8.0	8.0	HUMAN	1234743.0	1215028.1	3646509.5	3260024.8
Q8IYW5	RNF168	RN168_HUMAN	7.0	5.0	7.0	6.0	HUMAN	145706.2	196361.52	335077.3	355704.03
Q8IZ21	PHACTR4	PHAR4_HUMAN	5.0	6.0	5.0	7.0	HUMAN	463012.75	299598.62	678850.94	575381.25
Q8IZ52	CHPF	CHSS2_HUMAN	0.0	3.0	5.0	4.0	HUMAN		153893.39	210763.88	318689.22
Q8IZ69	TRMT2A	TRM2A_HUMAN	6.0	7.0	10.0	7.0	HUMAN	811300.75	883437.3	998498.8	905427.0
Q8IZ73	RPUSD2	RUSD2_HUMAN	2.0	2.0	0.0	3.0	HUMAN	72354.41	143202.23		26373.354
Q8IZ81	ELMOD2	ELMD2_HUMAN	4.0	4.0	0.0	5.0	HUMAN	453558.47	421519.88		248628.84
Q8IZ83	ALDH16A1	A16A1_HUMAN	10.0	12.0	10.0	10.0	HUMAN	293719.8	238705.19	231575.78	278231.9
Q8IZA0	KIAA0319L	K319L_HUMAN	3.0	0.0	0.0	2.0	HUMAN	109993.13			192282.64
Q8IZC4	RTKN2	RTKN2_HUMAN	4.0	2.0	4.0	3.0	HUMAN	211482.39	204018.4	211920.89	162963.06
Q8IZD4	DCP1B	DCP1B_HUMAN	0.0	2.0	2.0	2.0	HUMAN		28542.896	33727.547	15725.346
Q8IZH2	XRN1	XRN1_HUMAN	23.0	22.0	21.0	21.0	HUMAN	465205.47	509659.9	338267.7	300482.25
Q8IZL8	PELP1	PELP1_HUMAN	13.0	13.0	11.0	11.0	HUMAN	520998.16	645401.1	449926.97	383249.97
Q8IZP0	ABI1	ABI1_HUMAN	8.0	8.0	10.0	10.0	HUMAN	1542334.6	1494615.4	1853667.0	2855607.0
Q8IZQ5	SELENOH	SELH_HUMAN	6.0	6.0	6.0	6.0	HUMAN	3314082.8	2540228.5	6621502.5	4709428.5
Q8IZT6	ASPM	ASPM_HUMAN	15.0	15.0	24.0	39.0	HUMAN	2291363.5	2484269.0	2456154.8	4032368.8
Q8N0T1	RBIS	RBIS_HUMAN	8.0	8.0	8.0	8.0	HUMAN	17980506.0	13868440.0	18129556.0	21939384.0
Q8N0U8	VKORC1L1	VKORL_HUMAN	3.0	3.0	3.0	2.0	HUMAN	592008.7	606595.25	786150.7	757472.5
Q8N0V3	RBFA	RBFA_HUMAN	8.0	8.0	9.0	9.0	HUMAN	1706796.2	1946254.5	1725900.2	1990880.5
Q8N0X7	SPART	SPART_HUMAN	13.0	14.0	10.0	9.0	HUMAN	845247.4	733554.6	252055.45	245648.28
Q8N0Z3	SPICE1	SPICE_HUMAN	0.0	0.0	3.0	2.0	HUMAN			279366.72	228061.55
Q8N0Z6	TTC5	TTC5_HUMAN	3.0	3.0	3.0	0.0	HUMAN	135254.58	122518.54	54425.36	
Q8N108	MIER1	MIER1_HUMAN	5.0	4.0	4.0	5.0	HUMAN	267584.03	278817.94	185638.17	224272.38
Q8N122	RPTOR	RPTOR_HUMAN	8.0	7.0	9.0	8.0	HUMAN	168124.02	228931.77	175683.25	196429.03
Q8N163	CCAR2	CCAR2_HUMAN	28.0	28.0	33.0	31.0	HUMAN	1213244.6	1281986.6	4543268.0	2722899.0
Q8N183	NDUFAF2	NDUF2_HUMAN	6.0	6.0	6.0	6.0	HUMAN	555558.75	600280.7	426728.1	416993.75
Q8N1B3	CCNQ	CCNQ_HUMAN	6.0	6.0	6.0	5.0	HUMAN	400186.66	416213.97	521491.03	456630.56
Q8N1B4	VPS52	VPS52_HUMAN	16.0	14.0	11.0	12.0	HUMAN	248683.84	321993.44	208678.7	292667.62
Q8N1F7	NUP93	NUP93_HUMAN	40.0	36.0	36.0	37.0	HUMAN	2124395.0	2260197.2	1388217.0	1477642.6
Q8N1F8	STK11IP	S11IP_HUMAN	3.0	3.0	2.0	2.0	HUMAN	120400.02	130571.65	51697.68	154136.73
Q8N1G0	ZNF687	ZN687_HUMAN	2.0	5.0	6.0	2.0	HUMAN	78243.62	112719.42	110578.71	139196.28
Q8N1G1	REXO1	REXO1_HUMAN	4.0	3.0	7.0	4.0	HUMAN	125338.914	126401.21	168976.5	107181.93
Q8N1G2	CMTR1	CMTR1_HUMAN	29.0	28.0	32.0	33.0	HUMAN	574610.06	540908.7	942181.56	984799.56
Q8N1G4	LRRC47	LRC47_HUMAN	39.0	36.0	34.0	36.0	HUMAN	2902069.5	2663193.2	2089791.2	1892276.0
Q8N1I0	DOCK4	DOCK4_HUMAN	3.0	4.0	2.0	2.0	HUMAN	36061.426	53499.938	14414.672	27818.965
Q8N1N4	KRT78	K2C78_HUMAN	15.0	16.0	17.0	17.0	HUMAN	1076763.2	1350300.6	1823984.5	1900233.4
Q8N1S5	SLC39A11	S39AB_HUMAN	2.0	0.0	2.0	2.0	HUMAN	79423.516		102291.65	89097.03
Q8N1W1	ARHGEF28	ARG28_HUMAN	0.0	0.0	4.0	4.0	HUMAN			792885.5	446569.1
Q8N201	INTS1	INT1_HUMAN	8.0	7.0	9.0	6.0	HUMAN	117406.01	127809.71	108969.99	108750.85
Q8N2F6	ARMC10	ARM10_HUMAN	0.0	0.0	2.0	2.0	HUMAN			171071.39	128191.55
Q8N2G8	GHDC	GHDC_HUMAN	4.0	5.0	5.0	4.0	HUMAN	161005.28	121776.6	83848.516	78011.96
Q8N2K0	ABHD12	ABD12_HUMAN	13.0	12.0	13.0	11.0	HUMAN	584883.56	783739.25	1520354.5	1454996.9
Q8N2M8	CLASRP	CLASR_HUMAN	8.0	5.0	9.0	9.0	HUMAN	1005387.4	767901.94	1135891.2	1258871.1
Q8N2W9	PIAS4	PIAS4_HUMAN	3.0	3.0	3.0	3.0	HUMAN	68972.555	98282.5	60113.72	53776.52
Q8N2Y8	RUSC2	RUSC2_HUMAN	2.0	0.0	3.0	4.0	HUMAN	686127.2		1164939.0	1310532.2
Q8N300	SVBP	SVBP_HUMAN	2.0	2.0	2.0	2.0	HUMAN	860630.25	713202.2	377869.34	377959.22
Q8N302	AGGF1	AGGF1_HUMAN	4.0	6.0	6.0	4.0	HUMAN	487235.84	503684.6	418853.4	266346.53
Q8N335	GPD1L	GPD1L_HUMAN	5.0	4.0	0.0	0.0	HUMAN	178735.75	179529.95		
Q8N392	ARHGAP18	RHG18_HUMAN	7.0	4.0	6.0	5.0	HUMAN	91458.74	105715.63	74468.59	54814.15
Q8N3C0	ASCC3	ASCC3_HUMAN	29.0	30.0	26.0	30.0	HUMAN	733264.5	1070489.1	890925.4	1163931.1
Q8N3C7	CLIP4	CLIP4_HUMAN	0.0	0.0	6.0	6.0	HUMAN			172746.6	102611.23
Q8N3D4	EHBP1L1	EH1L1_HUMAN	2.0	2.0	14.0	15.0	HUMAN	209133.5	136296.33	510131.2	720376.25
Q8N3E9	PLCD3	PLCD3_HUMAN	4.0	2.0	14.0	11.0	HUMAN	79415.75	34950.816	426886.16	479181.0
Q8N3F8	MICALL1	MILK1_HUMAN	19.0	20.0	19.0	18.0	HUMAN	1443915.5	1198394.2	1799399.6	1348755.9
Q8N3J3	HROB	HROB_HUMAN	2.0	0.0	0.0	2.0	HUMAN	37098.69			110045.43
Q8N3P4	VPS8	VPS8_HUMAN	0.0	0.0	2.0	3.0	HUMAN			49256.684	36088.12
Q8N3R9	MPP5	MPP5_HUMAN	15.0	10.0	16.0	16.0	HUMAN	950248.44	723305.56	1595447.8	2392700.2
Q8N3U4	STAG2	STAG2_HUMAN	32.0	26.0	20.0	16.0	HUMAN	1048833.5	1091871.0	363553.53	320330.62
Q8N3V7	SYNPO	SYNPO_HUMAN	0.0	0.0	30.0	30.0	HUMAN			12107648.0	69773150.0
Q8N3X1	FNBP4	FNBP4_HUMAN	6.0	5.0	7.0	6.0	HUMAN	350408.84	306183.7	460994.7	380038.34
Q8N3Y1	FBXW8	FBXW8_HUMAN	0.0	0.0	0.0	2.0	HUMAN				70789.04
Q8N3Z3	GTPBP8	GTPB8_HUMAN	12.0	12.0	13.0	12.0	HUMAN	1161699.2	811013.8	622542.56	503642.75
Q8N414	PGBD5	PGBD5_HUMAN	2.0	2.0	0.0	0.0	HUMAN	5750.3213	7939.9766		
Q8N428	GALNT16	GLT16_HUMAN	4.0	4.0	8.0	10.0	HUMAN	228314.92	219930.81	1258850.6	2240192.8
Q8N442	GUF1	GUF1_HUMAN	25.0	23.0	25.0	24.0	HUMAN	1804588.0	1348381.8	2503841.8	1773970.9
Q8N488	RYBP	RYBP_HUMAN	7.0	4.0	7.0	7.0	HUMAN	726437.7	400452.2	1940898.6	1289222.1
Q8N490	PNKD	PNKD_HUMAN	2.0	3.0	3.0	0.0	HUMAN	93193.336	71138.05	51113.2	
Q8N4B1	PHETA1	SESQ1_HUMAN	3.0	3.0	3.0	3.0	HUMAN	246752.05	219680.55	344967.28	381999.16
Q8N4C8	MINK1	MINK1_HUMAN	3.0	3.0	3.0	4.0	HUMAN	50155.348	73129.13	48898.81	39907.31
Q8N4J0	CARNMT1	CARME_HUMAN	9.0	9.0	7.0	7.0	HUMAN	457130.34	545666.2	298081.84	201538.84
Q8N4T8	CBR4	CBR4_HUMAN	6.0	6.0	3.0	4.0	HUMAN	413139.47	294847.94	66389.57	142849.3
Q8N4V1	MMGT1	EMC5_HUMAN	3.0	3.0	4.0	3.0	HUMAN	827311.8	865444.75	613367.9	340764.0
Q8N556	AFAP1	AFAP1_HUMAN	9.0	6.0	12.0	12.0	HUMAN	614639.06	536534.5	823816.94	2942820.0
Q8N567	ZCCHC9	ZCHC9_HUMAN	3.0	3.0	3.0	3.0	HUMAN	2198122.8	2744376.5	2279612.5	1903846.1
Q8N568	DCLK2	DCLK2_HUMAN	3.0	0.0	5.0	6.0	HUMAN	86367.35		221568.6	242407.08
Q8N573	OXR1	OXR1_HUMAN	5.0	4.0	4.0	3.0	HUMAN	104833.664	100892.52	58315.492	110512.23
Q8N584	TTC39C	TT39C_HUMAN	2.0	3.0	0.0	0.0	HUMAN	123571.08	122422.53		
Q8N5A5	ZGPAT	ZGPAT_HUMAN	19.0	19.0	19.0	15.0	HUMAN	1208915.4	1062409.9	916899.8	763225.25
Q8N5B7	CERS5	CERS5_HUMAN	2.0	0.0	2.0	2.0	HUMAN	194651.58		411063.3	436536.16
Q8N5C6	SRBD1	SRBD1_HUMAN	9.0	11.0	8.0	8.0	HUMAN	186026.11	321317.38	288440.56	244372.0
Q8N5C7	DTWD1	DTWD1_HUMAN	2.0	2.0	3.0	3.0	HUMAN	203569.83	109769.22	249203.25	254251.8
Q8N5F7	NKAP	NKAP_HUMAN	6.0	6.0	5.0	4.0	HUMAN	1313641.4	1141146.5	648407.56	663740.8
Q8N5G2	MACO1	MACOI_HUMAN	2.0	2.0	2.0	2.0	HUMAN	14153.592	30080.572	22695.957	43183.156
Q8N5I9	C12orf45	CL045_HUMAN	13.0	10.0	10.0	10.0	HUMAN	2444930.8	2365352.5	595267.6	731272.56
Q8N5K1	CISD2	CISD2_HUMAN	7.0	8.0	8.0	8.0	HUMAN	4012455.2	3902919.2	3947444.0	3548272.0
Q8N5L8	RPP25L	RP25L_HUMAN	2.0	2.0	3.0	2.0	HUMAN	198085.62	207503.14	111989.46	252416.75
Q8N5M4	TTC9C	TTC9C_HUMAN	6.0	5.0	5.0	4.0	HUMAN	232122.75	207595.06	177550.16	269837.5
