Protein_Group	Genes	WM793_vs_HIM-ST_logFC	WM793_vs_HIM-ST_pval	Removed?	Contaminant?
Q66K79	CPZ	-3.7497040758371	7.738715140650901e-16	No	No
Q674X7	KAZN	-3.39213030906366	3.75180349649191e-13	No	No
Q68BL7	OLFML2A	-2.98024742443092	1.01898541334073e-10	No	No
Q68BL8	OLFML2B	-4.12907501545937	1.58683250552477e-07	No	No
Q68CP9	ARID2	-3.13101095464449	0.001466887466263	No	No
Q68DA7	FMN1	-2.691412859861	1.3191619453880101e-17	No	No
Q68E01	INTS3	-1.99782961956581	0.000873985788482	No	No
Q69YN4	VIRMA	-2.87303067480943	0.0003438440540821	No	No
Q6AWC2	WWC2	-4.19325010784299	0.0007408775006694	No	No
Q6AZY7	SCARA3	-4.35273575927035	9.63998469799396e-11	No	No
Q6AZZ1	TRIM68	-4.00298772964915	0.0062151205919607	No	No
Q6BCY4	CYB5R2	-1.99178178586115	6.17809579711202e-06	No	No
Q6BDS2	BLTP3A	-3.85328559371314	2.09236326912756e-07	No	No
Q6DKK2	TTC19	-2.89663122907825	6.74656756518477e-08	No	No
Q6DT37	CDC42BPG	-4.45336004460501	4.73761998088314e-08	No	No
Q6EMK4	VASN	-2.59474658234121	4.42860172547818e-07	No	No
Q6GPH4	XAF1	-8.77281143095839	1.02135613304876e-23	No	No
Q6IA17	SIGIRR	-3.16420813302758	9.67732574601929e-08	No	No
Q6ICG6	KIAA0930	-2.41937080286036	2.8476705002380697e-12	No	No
Q6IN84	MRM1	-2.60000128502361	3.12743987431942e-06	No	No
Q6IN85	PPP4R3A	-2.39966322570431	1.6693130982182902e-09	No	No
Q6IS24	GALNT17	-5.98165710104634	9.50859336943858e-08	No	No
Q6JQN1	ACAD10	-6.2992938381681	1.47008200953288e-18	No	No
Q6L9W6	B4GALNT3	-2.53004150090557	2.76651331601104e-06	No	No
Q6MZW2	FSTL4	-3.68608880515305	0.0005272878819429	No	No
Q6N022	TENM4	-4.49811933912525	1.16256618401679e-11	No	No
Q6NSJ0	MYORG	-3.77954875108722	1.59580818032094e-05	No	No
Q6NW34	NEPRO	-2.66250662874516	1.19748249472658e-05	No	No
Q6NXG1	ESRP1	-5.56771982547995	3.4568627390058797e-12	No	No
Q6P1L8	MRPL14	-3.33448736938476	0.0001489248779239	No	No
Q6P1M3	LLGL2	-2.93990265883276	5.27362496300309e-08	No	No
Q6P1X6	C8orf82	-2.64887976844776	1.53811704982975e-05	No	No
Q6P3S6	FBXO42	-2.22178511293754	1.60679226241566e-05	No	No
Q6PCB0	VWA1	-5.52469150393759	4.57478006998395e-13	No	No
Q6PCB7	SLC27A1	-2.67301785674329	8.74349978594404e-07	No	No
Q6PCB8	EMB	-6.31238868447634	8.38940866083999e-26	No	No
Q6PCE3	PGM2L1	-2.56893822107737	1.8611263943685703e-15	No	No
Q6PID6	TTC33	-5.69396331137005	3.07019432126195e-06	No	No
Q6PIJ6	FBXO38	-3.46772737800751	1.60616005349879e-06	No	No
Q6PIU2	NCEH1	-2.0490977238339	2.68587954658077e-10	No	No
Q6SPF0	SAMD1	-2.10805948874687	2.21178836501657e-05	No	No
Q6STE5	SMARCD3	-2.69643638204328	1.71454808749311e-08	No	No
Q6UB28	METAP1D	-4.20998044869232	3.2321722252664403e-21	No	No
Q6UB35	MTHFD1L	-3.61047286093063	0.0060240561318676	No	No
Q6UN15	FIP1L1	-2.03738072818117	0.0013979923362474	No	No
Q6UUV7	CRTC3	-5.09619754509398	2.49025367645413e-05	No	No
Q6UVM3	KCNT2	-3.7442757706658	1.5819371604859202e-09	No	No
Q6UW49	SPESP1	-3.28776498622777	5.04636745179861e-17	No	No
Q6UWU2	GLB1L	-1.93393129211245	0.0001042133800557	No	No
Q6UWY5	OLFML1	-2.5765124449362	1.4390158024080598e-11	No	No
Q6UX04	CWC27	-1.9996300455946	0.0060517493922377	No	No
Q6UX15	LAYN	-8.43978609568219	1.52870078373291e-33	No	No
Q6UXD7	SLC49A3	-4.34179479873244	4.03470790448833e-17	No	No
Q6UXG2	ELAPOR1	-11.0524690773247	3.2267010273402304e-17	No	No
Q6UXH8	CCBE1	-3.4192981874237	4.3793859136129e-07	No	No
Q6UXH9	PAMR1	-2.30801345041455	4.15315939319204e-11	No	No
Q6UXI9	NPNT	-10.7622380874737	3.89480785321332e-28	No	No
Q6UXU4	GSG1L	-2.73789175370301	3.56755783958585e-12	No	No
Q6XQN6	NAPRT	-1.96659356602268	7.07907450180455e-12	No	No
Q6YN16	HSDL2	-2.19144958431096	3.96677251712784e-06	No	No
Q6ZMW3	EML6	-5.71195558512895	3.07823612500784e-08	No	No
Q6ZNF0	ACP7	-5.56802809027547	4.09118035761913e-16	No	No
Q6ZNW5	GDPGP1	-1.97004974577992	1.100751308678e-05	No	No
Q6ZPD9	DPY19L3	-3.78666872329405	1.55664432876942e-10	No	No
Q6ZQN7	SLCO4C1	-6.1143380194398	2.90914796465581e-09	No	No
Q6ZRQ5	MMS22L	-3.47456800458782	5.9028484000928e-06	No	No
Q6ZRS2	SRCAP	-1.85841178661941	0.0060079439553576	No	No
Q6ZRV2	FAM83H	-5.49324337967462	2.7553809824235e-09	No	No
Q6ZSS7	MFSD6	-2.51955372767327	1.12956920780319e-13	No	No
Q6ZUJ8	PIK3AP1	-5.12262232093667	5.27417448840934e-05	No	No
Q6ZUK4	TMEM26	-8.97852636100992	4.41185196373176e-24	No	No
Q6ZV70	LANCL3	-2.94092103169111	7.40713856964946e-14	No	No
Q6ZVF9	GPRIN3	-4.17112139232641	2.01310652860937e-12	No	No
Q6ZVX7	NCCRP1	-3.98938739594406	1.46694844351116e-05	No	No
Q6ZW31	SYDE1	-3.10858597878446	0.0024213588551669	No	No
Q6ZWT7	MBOAT2	-1.8597440589831	0.0002255027151647	No	No
Q6ZXV5	TMTC3	-1.95620638386934	0.0012983324670102	No	No
Q702N8	XIRP1	-2.84095228572653	0.0034106464362807	No	No
Q709F0	ACAD11	-7.79088400789255	1.35622772492713e-10	No	No
Q70EL1	USP54	-3.1223606165887	5.33240998395741e-05	No	No
Q71F56	MED13L	-3.05946303516133	0.0010153966008932	No	No
Q71RS6	SLC24A5	-9.99523483089812	2.0643269610728199e-29	No	No
Q75T13	PGAP1	-3.9142311221694	6.54667958392259e-14	No	No
Q75V66	ANO5	-4.90815398064858	1.90065863045855e-11	No	No
Q76M96	CCDC80	-6.81810943294029	1.6259557181596498e-11	No	No
Q7L099	RUFY3	-3.81557306524296	3.1214869220929e-19	No	No
Q7L0Y3	TRMT10C	-3.35286482435859	4.26744327929293e-08	No	No
Q7L266	ASRGL1	-2.05645107620067	2.85704044639992e-06	No	No
Q7L311	ARMCX2	-6.77689339579007	1.16086789009944e-17	No	No
Q7L3T8	PARS2	-5.42563854337352	2.46946045773321e-24	No	No
Q7L592	NDUFAF7	-4.60737119246132	1.6986478381631e-11	No	No
Q7L775	EPM2AIP1	-2.68926573269114	1.29368409326035e-08	No	No
Q7L8C5	SYT13	-4.09070523768785	2.15217481889587e-06	No	No
Q7L8L6	FASTKD5	-1.98626022470231	0.0013720209668133	No	No
Q7Z2D5	PLPPR4	-5.96217242556252	1.41097373840871e-14	No	No
Q7Z2E3	APTX	-2.1755865183011	0.0001496284723098	No	No
Q7Z2W9	MRPL21	-2.8356926154431	0.0004489337840039	No	No
Q7Z2Z2	EFL1	-2.34805130107033	9.9917140906654e-11	No	No
Q7Z309	PABIR2	-2.164790115143	2.74019359937002e-08	No	No
Q7Z333	SETX	-5.21043320031748	4.31587986382037e-05	No	No
Q7Z3D6	DGLUCY	-4.38292749888885	7.78150807903785e-09	No	No
Q7Z402	TMC7	-2.0808982627714	0.0008246725116364	No	No
Q7Z403	TMC6	-3.64852286036172	1.46004229513817e-09	No	No
Q7Z419	RNF144B	-2.53673684643055	0.0001178785616223	No	No
Q7Z449	CYP2U1	-2.68723657468595	1.21264656705883e-08	No	No
Q7Z4H4	ADM2	-2.46949810296161	0.0021645860340246	No	No
Q7Z4S6	KIF21A	-4.16028383230295	9.548179446505461e-17	No	No
Q7Z5J4	RAI1	-4.44382066256541	0.000429931219975	No	No
Q7Z5L7	PODN	-2.96761390888132	2.33969517153058e-05	No	No
Q7Z5L9	IRF2BP2	-3.38441381958054	2.58017037816989e-07	No	No
Q7Z6B0	CCDC91	-2.56167558511888	0.000174820283681	No	No
Q7Z6J9	TSEN54	-1.84927607431592	0.0050536613753169	No	No
Q7Z6M2	FBXO33	-2.78509515510139	2.76682704537843e-08	No	No
Q7Z7K6	CENPV	-6.87769502848599	3.01839041144997e-25	No	No
Q7Z7L8	C11orf96	-6.64841187872714	7.347327249734791e-21	No	No
Q86SX6	GLRX5	-1.95870133130558	1.38866416581627e-06	No	No
Q86TU7	SETD3	-2.80583855135293	6.82925827295809e-14	No	No
Q86U28	ISCA2	-2.65717031733206	0.0043026694406467	No	No
Q86U38	NOP9	-2.68943072069517	0.0036441241253318	No	No
Q86U70	LDB1	-2.6277926268466	3.3186244534108098e-12	No	No
Q86U86	PBRM1	-6.17811835819172	5.67850572469456e-09	No	No
Q86UA1	PRPF39	-3.45039292856201	1.68050320798001e-06	No	No
Q86UD1	OAF	-2.24115704785071	1.83453412556787e-06	No	No
Q86UE8	TLK2	-4.92393496314007	2.31254647319827e-07	No	No
Q86UK5	EVC2	-8.60138383945003	2.52364800020291e-30	No	No
Q86UP2	KTN1	-1.90607014436565	1.96080589106053e-06	No	No
Q86US8	SMG6	-2.03855490411483	2.74187012489954e-08	No	No
Q86UU0	BCL9L	-3.81849753846626	3.75695810078358e-05	No	No
Q86UV5	USP48	-2.17460756787474	0.0008524624704652	No	No
Q86UX6	STK32C	-2.65398152727291	1.210604231701e-07	No	No
Q86UY8	NT5DC3	-8.23940444730346	1.4263094675166302e-15	No	No
Q86VM9	ZC3H18	-2.56807209688209	4.49663961153512e-05	No	No
Q86VR8	FJX1	-2.01116948936061	0.0065427307431587	No	No
Q86VY4	TSPYL5	-5.06759711802999	1.28459420319956e-24	No	No
Q86W50	METTL16	-2.08226576778165	1.60245268938571e-05	No	No
Q86WA6	BPHL	-6.18502791038305	1.6357214813894599e-18	No	No
Q86WG3	ATCAY	-6.94580403962729	1.05286125673279e-28	No	No
Q86WH2	RASSF3	-3.52299621834462	5.24209286990363e-14	No	No
Q86WJ1	CHD1L	-2.4868177765282	0.0045921746997258	No	No
Q86WU2	LDHD	-2.04123638046571	5.472764287646541e-10	No	No
Q86X02	CDR2L	-3.14328661099701	0.0002669559869077	No	No
Q86X19	TMEM17	-2.3372499958862	3.86040258617894e-10	No	No
Q86X29	LSR	-3.32177742632829	4.97946496569074e-17	No	No
Q86X67	NUDT13	-3.22877983754011	9.38446038888605e-13	No	No
Q86XX4	FRAS1	-5.51185336235416	2.5462622780733103e-15	No	No
Q86Y79	PTRH1	-2.0889452691288	0.0006205382214854	No	No
Q86YH6	PDSS2	-2.83536235942162	5.25989239171894e-08	No	No
Q86YL5	TDRP	-4.74191300909013	1.98418607314062e-22	No	No
Q86YP4	GATAD2A	-2.97282002041123	4.19459237526831e-05	No	No
Q86YQ8	CPNE8	-2.5396911018872	6.619452225358151e-14	No	No
Q8IU85	CAMK1D	-4.12770190004544	1.22650810252866e-14	No	No
Q8IUH3	RBM45	-2.32663751203982	2.8411469575183097e-12	No	No
Q8IUL8	CILP2	-5.141503706463	1.55338860953534e-06	No	No
Q8IUX4	APOBEC3F	-6.68090158538563	6.102462479094481e-09	No	No
Q8IUX7	AEBP1	-5.47194531708842	5.3444834791192505e-14	No	No
Q8IUZ5	PHYKPL	-5.13748715212983	8.8656069613323e-11	No	No
Q8IV08	PLD3	-2.19546049804357	5.91500329937104e-10	No	No
Q8IV36	HID1	-8.22590305372341	6.44885674074123e-22	No	No
Q8IVL1	NAV2	-1.99515882763908	1.6130726691342602e-09	No	No
Q8IVS2	MCAT	-5.5062116790558	1.22850958137296e-07	No	No
Q8IWB7	WDFY1	-1.96332719995722	3.5466709466840604e-19	No	No
Q8IWF2	FOXRED2	-3.98340483412386	1.90896897759704e-05	No	No
Q8IWJ2	GCC2	-3.13064055170709	0.0004290227164884	No	No
Q8IWL3	HSCB	-4.11626361214572	1.1681384219371701e-14	No	No
Q8IWZ6	BBS7	-2.37876473318832	0.0001049647232362	No	No
Q8IX01	SUGP2	-2.27241232566633	1.2223022554179e-06	No	No
Q8IX12	CCAR1	-2.73134220977263	2.57156219372094e-08	No	No
Q8IX18	DHX40	-2.27895798168576	0.0006100752384834	No	No
Q8IX30	SCUBE3	-3.45628387626557	7.86560109108842e-09	No	No
Q8IXK0	PHC2	-3.74772052009123	0.0005475425954274	No	No
Q8IXM2	BACC1	-2.51563233098954	4.94549568883544e-07	No	No
Q8IXQ6	PARP9	-2.24624646479123	5.137187264223141e-09	No	No
Q8IXQ9	ETFBKMT	-5.40416688880285	3.78937778693687e-05	No	No
Q8IXV7	KLHDC8B	-2.02339296280389	3.46880827996943e-06	No	No
Q8IY34	SLC15A3	-3.90933631621355	2.02970134594137e-14	No	No
Q8IYB3	SRRM1	-4.31028888675573	2.53252542822345e-12	No	No
Q8IYB8	SUPV3L1	-3.76404937838069	8.99828156098652e-07	No	No
Q8IYJ0	PIANP	-2.0849521671802	2.70220166314489e-10	No	No
Q8IYJ3	SYTL1	-4.73492876448777	5.22903802862009e-14	No	No
Q8IYM9	TRIM22	-2.44454190371797	1.41100198809065e-05	No	No
Q8IYQ7	THNSL1	-8.45720971010463	7.9057900562555605e-19	No	No
Q8IYU8	MICU2	-2.2693549262911	2.44967690693064e-06	No	No
Q8IZ57	NRSN1	-10.1683489594693	2.21273869989619e-28	No	No
Q8IZJ1	UNC5B	-1.84200451793384	2.33850351839429e-06	No	No
Q8IZQ5	SELENOH	-3.33096695460053	3.24062174282156e-15	No	No
Q8IZU2	WDR17	-2.63652167663831	1.93610136752792e-06	No	No
Q8IZY2	ABCA7	-3.12929710832674	8.549106538144689e-11	No	No
Q8N0V5	GCNT2	-4.35756521912697	5.19055694086533e-13	No	No
Q8N0X4	CLYBL	-7.25361504046839	4.38574864430866e-25	No	No
Q8N0Z3	SPICE1	-2.67749204899085	8.21058834964869e-05	No	No
Q8N0Z9	VSIG10	-1.97421598631162	2.78453855979788e-08	No	No
Q8N108	MIER1	-3.52032932211452	4.8259997190547e-08	No	No
Q8N145	LGI3	-8.84289967243366	7.99781828467467e-15	No	No
Q8N163	CCAR2	-2.72270152029706	1.35318613536526e-13	No	No
Q8N1G0	ZNF687	-2.65184797150371	0.0022276498589564	No	No
Q8N264	ARHGAP24	-7.28712434038285	5.21156539855032e-16	No	No
Q8N271	PROM2	-7.84080370278659	9.12007392880625e-10	No	No
Q8N2S1	LTBP4	-8.05958454458328	5.830998590800549e-11	No	No
Q8N394	TMTC2	-2.49639388649289	0.0049940930626533	No	No
Q8N3G9	TMEM130	-3.55934247786228	1.43648755644856e-07	No	No
Q8N3I7	BBS5	-2.19173377564208	0.0045375903973593	No	No
Q8N3J6	CADM2	-7.2119209514181	1.2032315589775099e-26	No	No
Q8N3Z3	GTPBP8	-2.46947977407976	2.77659951152674e-06	No	No
Q8N414	PGBD5	-4.63881439215005	9.855300007807551e-19	No	No
Q8N428	GALNT16	-6.10751186853074	1.80270053918245e-16	No	No
Q8N436	CPXM2	-11.2018339476449	4.33000949086401e-33	No	No
Q8N442	GUF1	-3.10139810439617	0.0005514126575256	No	No
Q8N461	FBXL16	-5.15200281058352	1.44870529823218e-20	No	No
Q8N465	D2HGDH	-3.97079714151656	4.3487743885268104e-17	No	No
Q8N475	FSTL5	-6.24281867348398	2.0096330728379802e-10	No	No
Q8N4J0	CARNMT1	-4.47457287783009	0.0067922851058463	No	No
Q8N4P2	IFT70B	-1.97780157814553	9.65593072657229e-06	No	No
Q8N4P3	HDDC3	-1.89343012618707	2.84376009516819e-07	No	No
Q8N4T8	CBR4	-3.79507356923681	1.0101154777527299e-13	No	No
Q8N4V1	MMGT1	-3.48918695033034	0.0001327516044845	No	No
Q8N568	DCLK2	-2.77719686340135	1.84502197487343e-14	No	No
Q8N5C1	CALHM5	-4.05805709847572	2.5121834404985802e-14	No	No
Q8N5C6	SRBD1	-4.82982304297933	4.0883749789991105e-09	No	No
Q8N5I4	DHRSX	-1.85795333930804	5.09176605334626e-07	No	No
Q8N5S9	CAMKK1	-3.44113115609973	8.2064292910414e-13	No	No
Q8N5X7	EIF4E3	-2.92126491869539	8.07106124914813e-05	No	No
Q8N5Y8	PARP16	-1.87786335454901	0.0024397818300927	No	No
Q8N608	DPP10	-3.78878451989285	1.96365802615592e-10	No	No
Q8N6C5	IGSF1	-9.43144824409902	2.60258226039872e-20	No	No
Q8N6D5	ANKRD29	-4.48902443107976	2.00748902528055e-09	No	No
Q8N6F8	METTL27	-2.3143349644302	1.15878835534929e-06	No	No
Q8N6G6	ADAMTSL1	-7.19449566186502	3.2360555417476e-20	No	No
Q8N6Y1	PCDH20	-8.27583747885824	1.4184235505967302e-09	No	No
Q8N7P1	PLD5	-6.07349722105201	5.97964401082344e-19	No	No
Q8N8E3	CEP112	-3.37534706750448	5.83397327273771e-06	No	No
Q8N9F7	GDPD1	-2.52792507881791	4.66009691269526e-06	No	No
Q8N9R8	SCAI	-7.01995808643607	2.2475192689221702e-14	No	No
Q8NA23	WDR31	-4.40800603986398	2.01908890020945e-05	No	No
Q8NAA5	LRRC75A	-2.44717179740306	1.96505893762324e-06	No	No
Q8NAF0	ZNF579	-5.98154764169276	8.84926107943167e-09	No	No
Q8NB78	KDM1B	-2.75431328513317	0.0002493183144179	No	No
Q8NBI2	CYB561A3	-1.97216286965446	0.0002579408520377	No	No
Q8NBN7	RDH13	-4.79175093787361	1.71990410534988e-07	No	No
Q8NBP7	PCSK9	-5.66607224516991	9.86681596627578e-15	No	No
Q8NCN5	PDPR	-5.32293310150464	1.52278514361306e-07	No	No
Q8ND30	PPFIBP2	-4.40764090833903	3.07479754589918e-12	No	No
Q8ND94	LRRN4CL	-4.61301189233022	4.0535334582002905e-20	No	No
Q8NDH3	NPEPL1	-6.49090984838809	2.3418946235245903e-20	No	No
Q8NDT2	RBM15B	-2.98268611314041	2.54214276959439e-08	No	No
Q8NDV1	ST6GALNAC3	-8.54064111896213	7.30069071474917e-08	No	No
Q8NE86	MCU	-3.6184200689557	0.0013302940302536	No	No
Q8NEC7	GSTCD	-1.93331321270882	2.43566744384989e-11	No	No
Q8NF91	SYNE1	-3.01573347043862	1.38517280166511e-07	No	No
Q8NFD5	ARID1B	-3.08668058705419	0.0031236395389085	No	No
Q8NFH8	REPS2	-2.47298898873762	9.35449549059453e-06	No	No
Q8NFU3	TSTD1	-3.62980035638982	9.15329043175315e-19	No	No
Q8NFY4	SEMA6D	-2.73012961501439	9.425008096681269e-22	No	No
Q8NGU9	GPR150	-6.69223371510437	7.327344450293151e-20	No	No
Q8NHU6	TDRD7	-2.9361451025107	2.11182033564942e-19	No	No
Q8NI37	PPTC7	-8.32702188275991	2.26251730094062e-23	No	No
Q8NI60	COQ8A	-5.01125210312157	1.1055908663158601e-10	No	No
Q8TAD2	IL17D	-8.03670781985117	4.5763885437028e-17	No	No
Q8TAE8	GADD45GIP1	-1.97342293777929	5.3063381198458e-14	No	No
Q8TAM2	TTC8	-2.08021720164439	0.000176272024847	No	No
Q8TAQ2	SMARCC2	-2.09087620772808	3.44241169392531e-05	No	No
Q8TAT2	FGFBP3	-2.37081527785825	0.000817761551699	No	No
Q8TAV4	STOML3	-3.72257339726755	0.0071401580149996	No	No
Q8TB22	SPATA20	-3.12515356403344	6.50227155032511e-06	No	No
Q8TB72	PUM2	-2.09604049104598	4.88578911754511e-06	No	No
Q8TBE7	SLC35G2	-4.68323990395226	2.36213349474403e-13	No	No
Q8TBF4	ZCRB1	-2.18426011355065	3.03356101271701e-13	No	No
Q8TBG9	SYNPR	-9.57897258324338	1.30946556190656e-32	No	No
Q8TBJ4	PLPPR1	-7.09402836505822	1.15970042524295e-24	No	No
Q8TBP0	TBC1D16	-2.61379784848513	7.72135192966925e-14	No	No
Q8TCS8	PNPT1	-2.4842993742045	4.4522564651961703e-10	No	No
Q8TD30	GPT2	-6.35080877153776	8.19749665756797e-15	No	No
Q8TDH9	BLOC1S5	-2.01814105535945	1.84461526166802e-08	No	No
Q8TDJ6	DMXL2	-2.52051618710506	2.64539103806685e-06	No	No
Q8TDZ2	MICAL1	-2.25824914197586	1.30117645702883e-19	No	No
Q8TEA7	TBCK	-1.95240178488148	7.51040633041023e-08	No	No
Q8TEP8	CEP192	-2.15660197434512	0.0001394806241727	No	No
Q8TET4	GANC	-7.53432717312248	7.76946099212775e-24	No	No
Q8TF46	DIS3L	-3.85003065430559	5.11946037158425e-06	No	No
Q8WU08	STK32A	-8.16055117835997	7.09224524470475e-34	No	No
Q8WUF8	ARB2A	-3.40109931252301	3.5272132602944204e-09	No	No
Q8WUK0	PTPMT1	-2.29119978704807	5.48017947276408e-07	No	No
Q8WUY3	PRUNE2	-3.52203833908755	1.41310922797617e-11	No	No
Q8WV22	NSMCE1	-2.93349625744112	2.30146230312721e-05	No	No
Q8WV74	NUDT8	-1.83199001982314	1.4819550920837e-05	No	No
Q8WVC6	DCAKD	-1.94948473151315	0.0001056593944958	No	No
Q8WVM0	TFB1M	-2.25197190426259	3.70762566287185e-08	No	No
Q8WVZ9	KBTBD7	-2.40278495477877	6.18764423346268e-07	No	No
Q8WW22	DNAJA4	-5.26791105275648	2.23534893260372e-17	No	No
Q8WW52	FAM151A	-5.39084778598532	6.081087172217649e-22	No	No
Q8WW59	SPRYD4	-2.36602519161566	3.17854231466994e-11	No	No
Q8WWC4	MAIP1	-2.65987008205719	1.7093242117448302e-09	No	No
Q8WWM9	CYGB	-4.05572354141877	6.51466989550131e-20	No	No
Q8WWQ0	PHIP	-3.62478790276987	1.31444626121668e-06	No	No
Q8WWV3	RTN4IP1	-2.83757296036724	1.53889831377978e-08	No	No
Q8WWY3	PRPF31	-2.21960081508428	2.9159929636402303e-09	No	No
Q8WXA9	SREK1	-2.82252228239444	0.0004909047366839	No	No
Q8WXF0	SRSF12	-4.56962900560953	1.3001131760231802e-15	No	No
Q8WXF1	PSPC1	-2.23006482605899	1.78297067660709e-08	No	No
Q8WXH0	SYNE2	-2.91094919347679	1.35635542656444e-06	No	No
Q8WXI4	ACOT11	-5.13093725546757	3.08353225762867e-17	No	No
Q8WXI9	GATAD2B	-4.36285537586527	1.95438749204193e-08	No	No
Q8WXS8	ADAMTS14	-8.6489163612653	3.2088568228333897e-12	No	No
Q8WY07	SLC7A3	-4.90077226093976	8.4827173672332e-21	No	No
Q8WY54	PPM1E	-2.25708320624021	8.763585919622029e-12	No	No
Q8WZA2	RAPGEF4	-6.75915472288536	4.19503528488261e-22	No	No
Q92485	SMPDL3B	-3.15062488479663	1.14191399540045e-05	No	No
Q92506	HSD17B8	-2.64239267659418	8.30685881707801e-06	No	No
Q92541	RTF1	-2.20672363087609	2.24612100883285e-07	No	No
Q92552	MRPS27	-4.25275696118959	8.84640801502841e-06	No	No
Q92563	SPOCK2	-7.67713513728912	1.99070205736205e-21	No	No
Q92623	TTC9	-3.59425102466201	6.80441549655814e-05	No	No
Q92665	MRPS31	-2.50469093244937	1.55307361604645e-06	No	No
Q92729	PTPRU	-3.62111480356717	8.51017861322856e-13	No	No
Q92747	ARPC1A	-2.10295046298635	6.300549324767531e-15	No	No
Q92752	TNR	-4.43596367535276	3.03652881516266e-17	No	No
Q92766	RREB1	-7.01970532825537	1.61552144258156e-19	No	No
Q92777	SYN2	-8.22634467273053	1.39217057724206e-29	No	No
Q92793	CREBBP	-2.22617679880147	0.0081748259964011	No	No
Q92797	SYMPK	-3.37827968173495	0.0004320422376831	No	No
Q92819	HAS2	-5.106006375441	1.0316587958985199e-11	No	No
Q92859	NEO1	-4.74048105079078	1.60797065121542e-14	No	No
Q92889	ERCC4	-2.82428108045646	3.37227140267915e-05	No	No
Q92902	HPS1	-4.24718043974944	4.833124566736119e-11	No	No
Q92903	CDS1	-2.04419714228561	9.73605142884049e-06	No	No
Q92932	PTPRN2	-5.16022634278155	2.2258633431965697e-18	No	No
Q92947	GCDH	-2.99585329959165	6.69092035148693e-06	No	No
Q92956	TNFRSF14	-5.23441624197447	6.51238504915416e-20	No	No
Q92982	NINJ1	-3.31986939646765	5.141181735487551e-09	No	No
Q92985	IRF7	-2.07943864352627	2.16524330417332e-05	No	No
Q93074	MED12	-5.37895633933605	0.0003917697511041	No	No
Q93084	ATP2A3	-7.26856989691941	1.62151354025648e-11	No	No
Q969G3	SMARCE1	-1.84100531848962	0.0003321342835289	No	No
Q969Q1	TRIM63	-7.20785585336738	1.5618698257486e-26	No	No
Q969S9	GFM2	-6.11894687960023	4.95034045741818e-12	No	No
Q969X5	ERGIC1	-2.09934327522128	1.23238631979432e-10	No	No
Q96A22	C11orf52	-4.09671819529646	2.67728578136148e-12	No	No
Q96AB3	ISOC2	-3.1524710302313	1.8143236503399602e-09	No	No
Q96AM1	MRGPRF	-2.51996900257418	1.60365933572587e-05	No	No
Q96AY4	TTC28	-3.05312740059081	1.91460420035814e-07	No	No
Q96AZ6	ISG20	-2.39239468587624	4.36649886167089e-11	No	No
Q96BZ9	TBC1D20	-1.98854507405063	0.0003392070793465	No	No
Q96C01	FAM136A	-3.84924777371442	1.6013678216028802e-15	No	No
Q96C10	DHX58	-2.98656161939977	0.0001419467411581	No	No
Q96C11	FGGY	-2.03987342897994	9.48263535725757e-05	No	No
Q96C23	GALM	-5.08990799581536	8.749794835805181e-19	No	No
Q96C36	PYCR2	-3.79224519159603	1.54337555001466e-09	No	No
Q96CD0	FBXL8	-2.3459459438262	1.16983510311829e-06	No	No
Q96CF2	CHMP4C	-4.06380394469173	1.03573525892444e-21	No	No
Q96CM8	ACSF2	-4.73972835445955	5.512817272883341e-20	No	No
Q96CU9	FOXRED1	-2.36349884071384	0.0001541960705344	No	No
Q96D05	FAM241B	-5.00351813119584	1.43772589974584e-24	No	No
Q96DA2	RAB39B	-2.86489540045159	1.26903809134382e-13	No	No
Q96DB5	RMDN1	-1.96100982264297	1.31361733265622e-06	No	No
Q96DC8	ECHDC3	-7.67474130702191	1.2272836889316802e-19	No	No
Q96DH6	MSI2	-2.27963244636517	1.1431072578295501e-14	No	No
Q96DI7	SNRNP40	-1.88826417138453	1.54901248228969e-11	No	No
Q96DV4	MRPL38	-1.9982114628417	8.66678276724925e-08	No	No
Q96DZ9	CMTM5	-4.09171654694629	0.0001873486989924	No	No
Q96E09	PABIR1	-1.99848977734751	2.31394475018054e-07	No	No
Q96E39	RBMXL1	-2.38289823910477	9.38967097102409e-06	No	No
Q96EB6	SIRT1	-5.08767915533631	1.49193562199078e-05	No	No
Q96ED9	HOOK2	-2.69584576686759	2.6063967650381504e-09	No	No
Q96EW2	HSPBAP1	-1.95903641903598	0.0010953825343922	No	No
Q96EY7	PTCD3	-3.64413649030407	1.51061260361669e-05	No	No
Q96EY8	MMAB	-3.18335579109847	1.13776258388704e-10	No	No
Q96EZ8	MCRS1	-3.61639491978297	2.5102123564771804e-09	No	No
Q96FE5	LINGO1	-3.41693446156376	4.1307837019530905e-09	No	No
Q96FV9	THOC1	-2.76857356265291	1.44490776142264e-06	No	No
Q96G03	PGM2	-2.72072212503984	9.62502743355835e-16	No	No
Q96GW7	BCAN	-5.91173810620537	9.4900542236706e-20	No	No
Q96GW9	MARS2	-2.51478320278457	1.50646801410519e-05	No	No
Q96GX1	TCTN2	-4.24117756701622	1.35588859233658e-12	No	No
Q96HF1	SFRP2	-2.21812705806288	3.2054151096096e-12	No	No
Q96HP0	DOCK6	-2.49952064761385	3.68602075010438e-06	No	No
Q96HR3	MED30	-1.97557449808748	0.0087227276335167	No	No
