Protein_Group	Genes	Protein_Names	IgG_dox-_Avg_Peptide_Count	IgG_dox+_Avg_Peptide_Count	AURKA_dox-_Avg_Peptide_Count	AURKA_dox+_Avg_Peptide_Count	Species	Intensity_IgG_dox-_BR1_TR1	Intensity_IgG_dox-_BR1_TR2	Intensity_IgG_dox+_BR1_TR1	Intensity_IgG_dox+_BR1_TR2	Intensity_AURKA_dox-_BR1_TR1	Intensity_AURKA_dox-_BR1_TR2	Intensity_AURKA_dox+_BR1_TR1	Intensity_AURKA_dox+_BR1_TR2	Intensity_IgG_dox-_BR2_TR1	Intensity_IgG_dox-_BR2_TR2	Intensity_IgG_dox+_BR2_TR1	Intensity_IgG_dox+_BR2_TR2	Intensity_AURKA_dox-_BR2_TR1	Intensity_AURKA_dox-_BR2_TR2	Intensity_AURKA_dox+_BR2_TR1	Intensity_AURKA_dox+_BR2_TR2	Intensity_IgG_dox-_BR3_TR1	Intensity_IgG_dox-_BR3_TR2	Intensity_IgG_dox+_BR3_TR1	Intensity_IgG_dox+_BR3_TR2	Intensity_AURKA_dox-_BR3_TR1	Intensity_AURKA_dox-_BR3_TR2	Intensity_IgG_dox-_BR4_TR1	Intensity_IgG_dox-_BR4_TR2	Intensity_IgG_dox+_BR4_TR1	Intensity_IgG_dox+_BR4_TR2	Intensity_AURKA_dox-_BR4_TR1	Intensity_AURKA_dox-_BR4_TR2	Intensity_AURKA_dox+_BR4_TR1	Intensity_AURKA_dox+_BR4_TR2
Q9UMD9	COL17A1	COHA1_HUMAN	0.0	0.0	2.375	0.0	HUMAN													3041506.8	3145229.2																
Q9UMN6	KMT2B	KMT2B_HUMAN	0.125	0.0	0.75	1.0	HUMAN							2713.3052	2263.3318					1636.5594	1630.116	1038.3855			3127.6057									1320.8375	2523.5403	4324.1895	2373.8762
Q9UMS4	PRPF19	PRP19_HUMAN	18.125	18.625	30.875	29.166666666666668	HUMAN	5493336.5	12560890.0	20637444.0	17813082.0	530714750.0	370027070.0	440535800.0	406383780.0	14934424.0	35367410.0	11435611.0	9341586.0	379898600.0	402066850.0	206412290.0	140913950.0	9333078.0	17559800.0	27008090.0	26306644.0	183652450.0	138520620.0	8789433.0	18834884.0	16932104.0	14279790.0	458141220.0	297227780.0	477976400.0	258750020.0
Q9UMS6	SYNPO2	SYNP2_HUMAN	0.0	0.125	0.0	0.0	HUMAN																				196745.89										
Q9UMX1	SUFU	SUFU_HUMAN	1.5	2.0	2.75	3.3333333333333335	HUMAN	27567.092		123198.3	69250.53	64968.348	683392.75	103813.04	444011.25	39825.586	2136.4014		31078.643	34453.465	87156.6	56439.395	424441.1	23028.629	52822.83	791305.44	544832.7	57399.58	26126.584	248861.38	14131.796	25180.56	35418.93	113118.11	328652.44	1043949.6	119275.055
Q9UMY1	NOL7	UTP16_HUMAN	5.0	3.25	12.25	12.0	HUMAN		342558.47	208769.86	572943.5	18141186.0	16019076.0	39142960.0	33749516.0	5670735.5	9717936.0	327835.56	487257.25	20608378.0	21073300.0	8133384.5	6653432.0	711501.1	1013731.25	1292103.5	1545576.4	14458009.0	13840061.0	863405.06	2498159.0	581950.1	534684.6	40929556.0	27822352.0	45069710.0	28581650.0
Q9UMY4	SNX12	SNX12_HUMAN	2.375	1.625	3.625	2.5	HUMAN	231518.67	495990.9	274612.03	101367.13	951654.8	358356.5	415418.22	147912.83	529229.0	198251.05	179775.78	13857.432	1533302.6	1880634.6	25476.447	103250.21	325089.66	317732.94	342638.78	240804.31	290465.03		281977.56	42699.273	42553.76		636383.6	201130.05	555860.9	332468.78
Q9UMZ2	SYNRG	SYNRG_HUMAN	0.625	0.875	0.5	2.6666666666666665	HUMAN		1721.9738	34233.21	26445.012	30279.2		59873.668	89689.84		13355.916		27382.318	83015.875	33348.668	15994.854	16888.4	9463.574	26840.924	41254.86	5901.317						7757.896		2816.0342	126224.125	73839.7
Q9UN36	NDRG2	NDRG2_HUMAN	0.125	0.125	1.25	0.0	HUMAN											2454.0623		3363730.0	4131648.0			61761.48													
Q9UN37	VPS4A	VPS4A_HUMAN	9.125	9.875	9.5	9.5	HUMAN	1910343.2	3856092.5	6045321.5	4169407.5	2467392.5	2074511.4	2541212.5	2608404.5	1117491.5	3444107.5	2789196.2	2245347.0	3274890.5	4488045.5	851553.6	751826.5	1243068.9	2951226.8	3184900.5	3603935.5	1114501.1	277420.06	844986.3	3457398.0	2567416.2	2504618.5	2775167.5	1756955.4	2404213.2	2739802.0
Q9UN70	PCDHGC3	PCDGK_HUMAN	3.75	3.875	7.875	7.0	HUMAN	115435.48	547175.56	723530.1	361034.8	1796754.4	1066305.9	2207617.0	2361725.8	172905.02	512354.25	165286.19	218509.36	1178812.6	1397480.9	423908.44	231821.72	273212.88	542964.0	150791.72	490746.4	1397490.1	1130616.5	79522.164	440691.0	360436.34	142833.64	1096849.5	1234525.5	1471040.8	740748.9
Q9UN76	SLC6A14	S6A14_HUMAN	0.0	0.0	0.5	0.0	HUMAN													143704.61	138174.34																
Q9UN81	L1RE1	LORF1_HUMAN	0.25	0.0	4.875	3.8333333333333335	HUMAN					1894017.1	1419058.0	1296587.9	1159484.1					1976594.9	1731569.1	150673.81	251723.2		97877.37			457579.56	427437.0	22494.113				1669237.1	1169948.0	1572512.1	886110.1
Q9UN86	G3BP2	G3BP2_HUMAN	18.5	17.5	50.875	51.0	HUMAN	8959133.0	16354289.0	13642044.0	16169454.0	1406522100.0	1062655100.0	935872000.0	660432900.0	14095542.0	22011224.0	10664415.0	10571933.0	882291100.0	993408800.0	561640260.0	414149950.0	10447504.0	19454162.0	27631968.0	22896368.0	459958660.0	340541000.0	8259500.0	15217431.0	9991819.0	7587654.0	989972200.0	646753200.0	887282400.0	717154300.0
Q9UNE7	STUB1	CHIP_HUMAN	6.0	4.75	4.75	4.166666666666667	HUMAN	171481.53	460092.56	290607.56	255323.78	155188.84	252198.52	446300.88	357894.56	329945.72	702056.2	158080.0	284544.44	888393.44	741286.4	20933.828	98501.05	267145.94	751112.7	538368.0	436870.94	115610.2	117548.21	235512.14	427709.38	277074.5	120951.38	298740.53	363723.3	543237.75	379538.97
Q9UNF0	PACSIN2	PACN2_HUMAN	4.875	4.5	9.25	12.166666666666666	HUMAN	293990.25	459337.97	571360.8	403655.75	1114805.8	953142.56	3469525.0	2868873.0	228139.9	922125.6	389226.22	168706.56	2751659.8	3308166.2	834455.4	737232.06	122219.43	589958.5	484414.22	197470.4	260341.0	157938.94	194809.97	377702.38	194954.97	216036.12	1024854.4	641846.44	3597473.8	2081566.5
Q9UNF1	MAGED2	MAGD2_HUMAN	9.0	11.0	14.875	13.333333333333334	HUMAN	7395379.0	5042519.5	3247805.8	1477372.2	3683978.5	2908476.8	3325421.2	10455447.0	189558.14	1244714.6	711295.1	1343325.2	50815908.0	42614144.0	700369.2	520894.6	271242.8	1673083.2	4974534.0	7158948.5	886239.56	552260.9	898074.9	9837315.0	7195670.0	1796297.2	11410602.0	37048876.0	39494916.0	5985351.0
Q9UNH5	CDC14A	CC14A_HUMAN	1.625	1.875	0.375	0.5	HUMAN	32602.34	63220.305	212835.69	104286.586		954.6668	17107.4		167092.34	14566.049	322487.8	30944.201				13844.852	41159.84	19708.852	19526.398			8879.227	7775.8745	42980.3	2214483.2	31287.76		21682.059	34115.434	
Q9UNH6	SNX7	SNX7_HUMAN	0.0	0.0	0.5	0.16666666666666666	HUMAN							61052.23						4913.206	4228.5635														5345.2876		
Q9UNH7	SNX6	SNX6_HUMAN	7.375	9.5	11.75	8.833333333333334	HUMAN	801794.8	481203.78	1293366.9	1356594.5	1678551.8	1484745.0	1736800.2	1409413.5	521013.88	1192414.5	1253677.6	724250.25	4405982.5	3301028.8	283483.06	70647.84	836168.6	600694.4	1247488.4	1753049.8	752932.1	311614.88	471926.53	1046421.4	1101940.6	704932.94	2073871.6	1035525.06	2167569.8	706693.75
Q9UNI6	DUSP12	DUS12_HUMAN	2.375	3.0	2.875	2.0	HUMAN	31461.602	68839.234	65327.164	51351.477	58851.793	36880.598	5573.4365	15184.824	4121.7695	9809.453	76715.22	34900.83	176403.66	31563.457	4048.5393		9039.234	43610.07	71840.61	106832.87	5070.373	10854.664	13879.869	59399.527	32707.5	34950.082	52390.176	18747.82	86576.47	56625.19
Q9UNK0	STX8	STX8_HUMAN	0.875	0.875	0.75	0.8333333333333334	HUMAN		62309.83	1299.7083	9862.961	8475.529		38346.17	8899.479			10415.567		43008.504	78435.69	4160.2915		2917.8801	33481.18	48160.81	18423.818				4845.966			60463.184		6145.091	
Q9UNL2	SSR3	SSRG_HUMAN	2.625	1.75	2.375	2.0	HUMAN	380998.5	567349.0	1297683.9	207316.06	1775046.0	919915.1	1238583.9	1576472.5	434572.72	654878.5	367201.0	39760.953	2583622.5	3273380.0	945152.25	1913189.8	487274.56	487857.8	1209140.1	916566.25	1270239.2	1357527.1	241486.56	297455.62	450240.06	104524.33	1817700.2	1553892.5	2360553.2	1317789.2
Q9UNM6	PSMD13	PSD13_HUMAN	7.875	9.125	7.375	7.166666666666667	HUMAN	1899730.0	3280577.5	4650134.5	3907670.5	3161034.8	1794069.6	2030851.8	2131606.0	1281338.8	3203949.5	2100071.0	1642008.9	8126698.5	11397485.0	1002726.0	12195.286	1369353.5	2008159.8	2916769.0	2673774.2	898132.5	519468.1	1279955.2	2086578.5	1924962.8	1947720.2	1628499.9	1570757.0	3557133.5	1875535.8
Q9UNN5	FAF1	FAF1_HUMAN	6.875	6.375	7.625	7.0	HUMAN	123848.06	173942.94	320400.12	433041.25	1440280.1	314278.72	454659.5	1395169.1	360007.06	259337.89	125455.88	68382.97	804329.6	759844.4	50678.41	12926.231	301766.12	585859.1	1665712.2	906021.2	158084.95	66108.63	411074.56	736407.44	168356.39	159458.62	298436.78	234255.44	1468067.4	945966.44
Q9UNN8	PROCR	EPCR_HUMAN	0.875	0.75	0.75	0.16666666666666666	HUMAN		9646.661	11516.444	12516.176	17115.5	11643.749				10858.063		3554.1501					17132.531	104168.31	341327.5	29837.475	25712.633	11751.244		265965.28			18461.621	8225.462	35705.504	
Q9UNP9	PPIE	PPIE_HUMAN	3.75	3.375	8.125	8.833333333333334	HUMAN	164371.56	271921.75	318007.53	615529.2	2163719.5	2184984.5	2620308.5	3603533.5	789383.8	866925.8	250101.11	274431.44	2347532.0	2879487.8	1406574.9	865089.25	129945.75	386479.75	363538.25	314639.12	975407.2	527053.44	152149.81	414630.12	76293.26	335337.3	2272392.5	1965846.5	4043713.0	2538381.2
Q9UNQ2	DIMT1	DIM1_HUMAN	2.875	2.5	10.375	10.666666666666666	HUMAN	80906.47	209878.38	358832.56	235474.11	2704981.5	2372733.0	3878583.8	4074663.5	284847.53	1415779.8			4316478.0	5178005.0	1168210.5	680750.25	121637.64	630968.44	1625604.0	1391677.0	2038937.2	1462095.0		353653.62	151428.36	55338.957	5428676.0	4401191.0	5837400.0	3785342.0
Q9UNS1	TIMELESS	TIM_HUMAN	0.125	0.25	0.25	0.16666666666666666	HUMAN										183706.42			200545.48	258328.17					614662.56	426133.56									180475.53	
Q9UNS2	COPS3	CSN3_HUMAN	2.625	2.625	3.125	2.5	HUMAN	162051.67	338104.2	206496.81	145626.81	650203.94	88109.664	361104.9	157949.72	577684.0	129943.49	372337.8	370236.8	1458148.2	1299961.6	37664.53	104752.945	735774.7	163170.38	1437496.0	1416783.4	75655.6	115112.195	579568.4	1063945.5	115636.69	172606.4	252843.78	443865.78	199961.23	176905.6
Q9UNW1	MINPP1	MINP1_HUMAN	0.25	0.0	0.875	0.3333333333333333	HUMAN		2302.4258			1046.6421			6018.5435					13346.666	8665.602				6406.1494									2661.4158	3683.2705	9331.639	
Q9UNX3	RPL26L1	RL26L_HUMAN	0.125	0.0	1.0	1.3333333333333333	HUMAN					389315.94	340067.0	575109.8		112966.48				497934.2	586234.44	1569.6897	107456.15					314415.78	184045.77					610734.94	496906.7	600682.75	379229.44
Q9UNX4	WDR3	WDR3_HUMAN	19.125	13.75	50.5	48.166666666666664	HUMAN	349494.2	1539101.6	2753587.2	2123482.0	41731804.0	51250004.0	109671070.0	115622210.0	11562844.0	23084502.0	2695505.8	741656.7	43130050.0	52328972.0	6399172.5	4482663.5	730256.9	5405246.0	5654989.5	7715945.0	10227894.0	7078296.0	1449027.2	4842604.5	4813329.0	4803264.0	60339330.0	71363680.0	129710630.0	44474730.0
Q9UNY4	TTF2	TTF2_HUMAN	4.875	5.75	4.75	4.5	HUMAN	65809.04	114437.36	1080620.4	772383.4	129019.72	3217752.8	125825.664	1166967.0	685852.56	201214.44	165675.88	1536300.5	9233039.0	177489.45	13243.443	25187.67	72117.24	127797.83	2741238.0	259785.42	2237.3887	4968.1646	30222.26	427347.28	1062423.6	113426.19	120563.2	186978.22	6170401.0	2406747.2
Q9UNZ2	NSFL1C	NSF1C_HUMAN	2.0	2.25	4.375	2.8333333333333335	HUMAN	4905.526	204890.45	52384.645	93891.18	161019.31	261150.3	57493.703	101999.016	141148.25	268374.4	113940.44	27892.975	826861.5	1055029.0	109569.27	105767.805	72864.88	218501.4	259139.0	112814.39	186100.23	141060.16	33184.266	210092.78	112615.74	37852.26	352607.88	65460.63	331870.2	101509.08
Q9UNZ5	C19orf53	L10K_HUMAN	0.5	0.625	0.625	0.3333333333333333	HUMAN	49122.97				183325.86		199111.31	259781.88	135159.28	216559.42		31870.309	143234.62	214549.56			15475.424		60550.742	70277.26					171063.17	132761.12	470659.94	214857.72		
Q9UP83	COG5	COG5_HUMAN	1.625	1.375	5.0	3.5	HUMAN			3063.1565	12967.119	247379.14	257489.56	104654.79	168197.47	13972.931	73543.36	37414.38	2183.2034	472757.25	469572.7	2062.6594	63776.875	17143.629	26997.492	26519.41	55674.08	113596.11	5856.2646		87174.35	10570.218	9136.043	180279.03	72219.98	202178.58	57259.516
Q9UPM8	AP4E1	AP4E1_HUMAN	0.5	0.75	0.75	1.3333333333333333	HUMAN		2206.2346	55771.188	1582.6482	4338.279	2765.498	4965.6875	70347.53		54126.29			77395.38	90687.195	32272.438				47124.69					1310.6588		1980.1416	2225.816		65937.555	38644.055
Q9UPM9	B9D1	B9D1_HUMAN	0.125	0.5	1.125	0.6666666666666666	HUMAN				23257.52	8394.825		14475.48	8562.477		18036.36		6441.4136	27151.379	178138.66	10561.347				2424.7354		12422.188	5010.904			4551.6826		11928.804	6801.432	15461.623	
Q9UPN3	MACF1	MACF1_HUMAN	144.0	162.0	144.25	140.33333333333334	HUMAN	15153059.0	24760456.0	32068814.0	28905836.0	40000290.0	31428358.0	47230396.0	48376744.0	17187824.0	31816848.0	23165264.0	17926988.0	58964176.0	58577230.0	5079439.0	3409940.2	18828626.0	35572812.0	70030270.0	62186596.0	10137277.0	6896591.0	12309248.0	28064656.0	24548270.0	15856985.0	42391630.0	23931158.0	48261020.0	35396532.0
Q9UPN4	CEP131	CP131_HUMAN	76.5	81.625	49.375	44.666666666666664	HUMAN	30669450.0	56858908.0	55994250.0	62989824.0	21474090.0	16841510.0	20368622.0	17163230.0	29794750.0	51338490.0	57933676.0	51987060.0	22781570.0	21307310.0	2010836.2	1808414.5	37088744.0	64913576.0	76170600.0	62195944.0	4029737.8	3629773.5	34405130.0	57998870.0	63611996.0	43847984.0	23289186.0	16908622.0	25805852.0	13921397.0
Q9UPN6	SCAF8	SCAF8_HUMAN	5.5	5.25	8.0	10.833333333333334	HUMAN	73570.88	741892.44	114154.59	464004.7	891962.8	549798.56	1288092.0	1631002.1	408594.28	452813.28	193838.19	103486.625	888943.56	1813558.6	429517.97	355580.62	193467.03	688464.94	962815.3	981033.44	655661.0	69403.29	200730.48	198333.12	86627.38	425034.16	1146956.0	1067332.8	2318018.2	989034.0
Q9UPN7	PPP6R1	PP6R1_HUMAN	4.0	3.625	4.25	4.666666666666667	HUMAN	254265.6	432424.3	568763.7	663101.9	950304.7	676861.75	780492.4	668681.5	224232.95	603313.1	233437.62	70780.08	766556.1	840677.44	169324.56	126895.62	234636.5	631349.8	771242.6	648376.25	216787.16	172212.34	261114.66	491515.03	236114.58	355929.25	515257.7	536914.7	872634.06	566821.25
Q9UPN9	TRIM33	TRI33_HUMAN	1.625	2.0	2.25	2.5	HUMAN	1784.4866	20589.137	4442.2935	2065.0962	456455.53	18156.643	18486.693	56127.223	72996.62	4450.3433	4166.574	5435.1743	349439.25	11347.064		346.3001		22599.033	46684.36	14031.223				44096.477	72871.32	2273.5251	9703.343	2564.6846	16744.318	21235.932
Q9UPP1	PHF8	PHF8_HUMAN	0.875	0.625	7.25	6.666666666666667	HUMAN		11931.919			454723.38	448076.88	921092.94	924415.0		8542.595			977962.0	987365.7	116851.27	14918.052		89098.8	2276.3262	67686.945	111694.28	63418.957	12239.912	74036.73			619656.2	490346.12	672405.4	526749.2
Q9UPQ0	LIMCH1	LIMC1_HUMAN	71.875	63.5	52.25	29.333333333333332	HUMAN	4340974.5	8115259.0	8517094.0	8350963.0	8679643.0	7807554.5	9740707.0	9081590.0	35940388.0	68399704.0	24372238.0	20293238.0	64231276.0	66742200.0	1100003.2	2155133.5	310716030.0	586621440.0	644751360.0	626806400.0	54961044.0	40512508.0	96596216.0	176259490.0	39224010.0	27702170.0	22381248.0	16572658.0	23492698.0	13804166.0
Q9UPQ3	AGAP1	AGAP1_HUMAN	1.375	1.625	2.625	3.3333333333333335	HUMAN	12217.97	36474.64	50719.805	1105.0363	5223708.5	78099.16	109665.67	90421.42		42108.164	24535.96	37799.027	9953972.0	81197.35	26946.354	22473.248		33922.62	31101.07	50905.95	21234.873		12798.21	36813.15	42915.754	30551.225	9233614.0	60877.746	11680679.0	9944543.0
Q9UPQ4	TRIM35	TRI35_HUMAN	1.0	0.5	1.75	1.3333333333333333	HUMAN		25391.574	65622.39	41066.91	101685.96	90336.32	139575.0	125700.58	124751.63	38587.49			82304.266	38150.844				24714.1	50183.137					29319.508			146533.17	47199.555	125047.3	108759.34
Q9UPQ9	TNRC6B	TNR6B_HUMAN	12.125	13.5	23.5	32.0	HUMAN	269985.5	477606.88	1127607.4	1228321.5	5232269.0	4645466.5	6746296.0	5441429.5	330734.62	694857.94	302481.5	266057.75	3232501.0	4227017.5	1241150.8	572212.7	733601.94	1245743.8	1333933.5	1131463.2	398843.2	108713.06	479731.8	1053168.4	460884.4	595077.8	1650812.1	1159158.4	7524499.5	3898333.0
Q9UPR3	SMG5	SMG5_HUMAN	0.5	0.625	1.375	1.0	HUMAN		3432.611		28800.893	33389.26	22383.236	7663.9043	32895.547					47459.477	19812.527			1964.4493	12730.244	9182.192	11775.193	10735.292			13303.659	17461.182	15172.299	18943.184	14310.177	23296.934	15854.287
Q9UPS8	ANKRD26	ANR26_HUMAN	18.875	21.0	6.875	5.166666666666667	HUMAN	1875191.8	3136825.8	4526833.5	3061881.8	714353.8	232415.4	505247.97	356755.8	1394340.4	2107075.0	1993347.8	1322820.5	479083.44	547602.25	9356.712		180779.42	381104.72	521288.53	428903.2			741026.25	1263685.9	801152.06	777987.1	231738.5	78347.14	733422.9	258606.81
Q9UPT5	EXOC7	EXOC7_HUMAN	9.125	11.0	11.75	10.0	HUMAN	234133.53	526799.94	587992.7	353372.5	875200.6	469826.94	728552.75	959186.1	253346.33	571159.25	457068.88	221397.12	2857129.2	2769966.5	9451.394	10827.317	133442.69	369599.75	401018.1	604516.75	21372.883	99713.98	54816.2	847302.1	174310.89	80009.17	230273.72	122252.45	472832.53	368176.06
Q9UPT8	ZC3H4	ZC3H4_HUMAN	2.75	2.125	5.375	6.166666666666667	HUMAN	9780.56	9354.971	11379.266	117054.625	147007.2	236081.14	865881.0	438787.88	142164.06	168146.5	155111.3		624838.56	649326.75	159180.23	80840.47	166685.58	83415.3	333995.38	43842.54	431267.9	183084.78	353270.88	84733.766	113731.92		612570.9	307345.75	728958.3	531496.8
Q9UPU5	USP24	UBP24_HUMAN	6.5	7.25	9.125	10.5	HUMAN	44786.395	110800.445	142399.61	167694.78	503530.88	302979.6	517302.5	426639.94	18274.406	216722.4	38853.684	61763.008	396834.1	421848.22	52862.125	9814.207	115462.19	275960.0	470744.5	251346.53	29033.854	26147.54	1159.5378	224785.67	190054.31	82908.43	349404.62	200923.95	651285.06	307931.62
Q9UPU7	TBC1D2B	TBD2B_HUMAN	5.125	5.25	4.75	3.8333333333333335	HUMAN	435693.06	189290.75	371839.97	215191.39	359981.0	157942.84	89264.28	255660.34	269272.4	218325.02	132933.94	98647.375	423767.25	193832.34	6558.7827	2235.3972	195887.55	104588.086	401234.38	241656.58	21220.166	38031.83	248221.05	464714.38	180101.19	77661.31	98538.91	62843.363	191828.98	168380.11
Q9UPU9	SAMD4A	SMAG1_HUMAN	0.625	1.5	4.125	4.833333333333333	HUMAN	4222.0117		37430.926	3479.1365	270333.28	260510.27	306884.12	143629.3		50820.504	2768.7275		165250.56	236070.25	55463.457	18505.053		10322.03	43789.082	125845.55	78900.484			34785.938	67380.44	6820.7964	246793.88	110312.22	496933.44	116731.08
Q9UPV0	CEP164	CE164_HUMAN	17.25	18.25	5.25	4.0	HUMAN	1630819.5	3838306.2	6670296.0	4665936.0	635513.94	340592.0	260768.83	290698.53	1242599.2	2648389.5	2391556.0	1914854.6	456746.2	242373.53			146983.25	321155.7	602640.0	483889.6	57281.773		479058.8	1193310.1	756687.7	419736.28	117741.45	46203.75	253124.53	106844.39
Q9UPV9	TRAK1	TRAK1_HUMAN	1.0	0.75	5.375	5.0	HUMAN	987.7377	1739.9656	32988.035	12617.133	296085.78	148524.23	259977.61	152192.28	8755.6	2419.585			215787.19	18652.113	41887.812		6613.418	6722.378			58092.03	10546.339	15348.251	1740.379	5545.037	10429.521	175429.89	148030.73	744078.2	220386.83
Q9UPW5	AGTPBP1	CBPC1_HUMAN	0.375	0.75	0.875	0.3333333333333333	HUMAN				3595.935		2504.4814	3710.7935					1821.9609	1936.9108	6660.6772			39446.312	271438.38	259988.89	271822.38		42406.094					4680.0503	102418.86		1999.9326
Q9UPY3	DICER1	DICER_HUMAN	2.25	4.625	11.375	22.666666666666668	HUMAN			357171.03	299046.72	1002294.44	1750496.5	5683712.5	34994476.0	71448.07	537430.75	101296.56	156378.47	1586083.5	1556816.2	1088427.8	1281712.1	257708.56	557849.1	745492.8	780338.25	292908.3	286407.8		76808.086	274330.56	120674.984	2182736.5	1022176.7	72482930.0	4298857.5
Q9UPY5	SLC7A11	XCT_HUMAN	0.375	1.375	1.375	1.8333333333333333	HUMAN		3074.5586				16612.768	5792887.0	3203288.2	4623.962		2959.1294	2279.085	8302345.5	11431666.0	3670.276		6565.3647		6105067.0	6344034.0		2122733.2			2910.7405			3883.3977	7105914.5	
Q9UPY8	MAPRE3	MARE3_HUMAN	1.125	1.25	1.875	0.8333333333333334	HUMAN	10114.306	10508.591	5871985.0	3859.7893	5485660.0	5074896.5	2295.8938	20122.77	10697.232	14188.667		3654.8174	12767069.0	8664997.0			10115.927	26010.307	16477.395	29819.902				10420.085	12026.577	8932.563	12051953.0	8855.066	5429217.5	
Q9UPZ3	HPS5	HPS5_HUMAN	1.0	1.25	1.25	1.5	HUMAN	7700.918	8490.713	9331.194	44824.99	15459.781	9324.59	7720.79	18410.863		17141.643	4333.546		16818.508	20842.93	4276.8047		1501.9688	8365.538	32302.07	22613.932				10775.402	11834.227	2712.9578	11310.614	11040.66	16658.145	98677.53
Q9UQ03	CORO2B	COR2B_HUMAN	18.5	11.875	6.75	1.5	HUMAN	203854.52	76637.945	47366.242	239401.22	148439.67	400489.06	83260.336	178326.81	754980.1	3373934.5	67331.016	387605.7	2899039.5	1478570.0			96929970.0	196317550.0	234030300.0	240726940.0	18213996.0	10252276.0	26551216.0	50322492.0	651659.5	371957.2		156890.33	690080.75	899609.7
Q9UQ13	SHOC2	SHOC2_HUMAN	1.875	2.375	4.25	3.6666666666666665	HUMAN	2643.0742		17536.7	1450244.0	3010218.0	3635002.8	124708.336	4187278.5	743448.5	51126.14	24592.781		187593.08	6410219.0	4889.2417		1452711.0	2958922.8	194161.33	1818028.8	2172970.2	9473.268	20680.379	1226525.8	8350.567	2641.4622	3793073.0	2473338.2	155177.06	3399200.5
Q9UQ35	SRRM2	SRRM2_HUMAN	35.375	31.375	41.375	39.166666666666664	HUMAN	3211119.8	7289305.0	10022487.0	9716436.0	20667856.0	14931074.0	28443514.0	39164260.0	13268779.0	26359010.0	7204264.0	6180399.0	39564216.0	34230756.0	6574069.0	4164731.2	14396888.0	28503048.0	32346606.0	24334472.0	16700882.0	11794752.0	7242986.5	16976530.0	7000394.0	5912967.5	27555416.0	22351966.0	34891144.0	18288952.0
Q9UQ53	MGAT4B	MGT4B_HUMAN	0.5	0.875	0.375	0.6666666666666666	HUMAN	1130.6095	336578.4		513868.1		355976.56		1262.2461		421502.62	2778.6357			489637.8					915.8024	4403.1367				401775.38	305063.22	156967.62		519881.78	660369.3	
Q9UQ80	PA2G4	PA2G4_HUMAN	11.5	8.875	12.0	10.833333333333334	HUMAN	882374.8	1236584.8	1040381.9	476307.03	935468.0	659679.6	1376844.1	1253065.6	910955.0	1624728.8	826714.3	683197.1	5292912.0	12674415.0	521437.3	224105.83	1272573.5	2382796.8	1549556.4	1233643.9	4383902.0	860804.8	2797799.2	1596343.1	603974.25	458268.8	1747412.8	1013648.5	3056865.5	1634736.5
Q9UQ84	EXO1	EXO1_HUMAN	0.125	0.125	0.625	0.3333333333333333	HUMAN					1608.425		1935.412						3147.2239	2514.0847				2469.0986	2792.1584								1593.4915	2684.9268	2512.379	
Q9UQ90	SPG7	SPG7_HUMAN	2.25	2.75	3.5	2.3333333333333335	HUMAN	74874.28	435026.22	528844.4	165302.19	272522.88	130660.22	804887.3	214845.22	49815.79	574597.2	290019.5	440626.03	618158.6	527399.5		76774.63		189015.19	56384.41	116025.11	34055.26	48372.28	50713.65	121477.39	212930.84	139621.45	452866.3	219886.31	318045.06	110866.53
Q9UQB8	BAIAP2	BAIP2_HUMAN	2.875	4.125	11.75	12.5	HUMAN	66984.41	147007.16	1669192.6	130417.4	2290832.8	1588824.9	1891092.6	1773260.8	59101.52	346146.34	91184.766	41895.945	3311903.0	2294027.0	1105006.6	428943.62	3595.5366	217953.94	112831.36	77144.47	182698.9	44030.48	12175.425	35437.26	119691.25	24749.81	2886149.2	567760.25	3426752.2	1998704.4
Q9UQC9	CLCA2	CLCA2_HUMAN	0.0	0.0	0.75	0.0	HUMAN													273065.4	93883.61																
Q9UQE7	SMC3	SMC3_HUMAN	66.5	69.5	56.25	51.333333333333336	HUMAN	22534680.0	34088250.0	51103004.0	47171876.0	21618906.0	17424956.0	24923066.0	23203548.0	30613032.0	50161748.0	30467090.0	21930178.0	50889030.0	51933316.0	5560434.5	2257256.5	18911234.0	29374644.0	33691060.0	28053480.0	9253674.0	5921684.5	18028808.0	32854480.0	28059200.0	24622972.0	25257158.0	15666817.0	24021910.0	16413041.0
Q9UQN3	CHMP2B	CHM2B_HUMAN	1.75	1.375	2.75	1.0	HUMAN	51682.42	23755.982	48078.13	13251.727	25763.041	45565.85	79122.234	42897.723	19953.004	29453.61	32886.39	45393.523	167343.73	188491.02		18916.41	52337.54	69126.71	56882.562	47907.45	75298.695	25286.393		82808.89	80384.75		166916.98	102626.016	83342.3	
Q9UQR0	SCML2	SCML2_HUMAN	0.75	0.75	2.625	2.3333333333333335	HUMAN	1526.8323	1740.3481			9038.044	24069.0	320078.56	45479.31		3763.6675	4519.3066	410.99976	37228.492	558642.2	3339.186			2672.2415	2645.0027	5870.5435	35911.824	3486.4756	592.81396	2943.7632	3959.8179	1867.3661	10365.428	13885.708	34379.973	5208.0884
